id_onada,onada,vpdef,dia_Enquesta,mes_enquesta,provincia,p46,zones específiques,sexe,edat_m,edat_rec,fills,sit_lab,dies_sortida,dies_sortida_m,p25_1Treballar,p25_2comprar,p25_3gos,p25_4tabac,p25_5premsa,p25_6cura_persones,p25_7metge,p25_8compra_familiar,p25_9alimentar,p25_11passejarfills,p25_97altres,p25_99nc,p23_1_nerviós,p23_2_irritat,p23_3_alegre,p23_4_melancolic,p23_5_tens,p23_6_optimista,p23_7_desanimat,p23_8_enutjat,p23_9_ansios,p23_10_apagat,p23_11_molest,p23_12_animat,p23_13_intranquil,p23_14_enfadat,p23_15_content,p23_16_trist,E1,E2,E3,E4,p31_1,p31_2,p31_3,p31_4,p32_1,p32_2,p32_3,p32_4,dies_m,dies_rec
10089,1,1.20253757715697,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,45,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,5,5,5,5,5,7,3,5,5,5,5,7,5,5,5,5,4.5,5,5,6,Bastant,Molt,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,90,Més de 60 dies
10090,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,38,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,4,4,10,4,4,10,6,10,7,4,4,10,0,4,6,8.25,8,3.5,4,Bastant,Molt,Bastant,Bastant,Gens,Gens,Gens,Poc,60,46-60 dies
10091,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,49,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,2,2,3,1,6,3,0,3,1,5,4,3,5,1,2,1,1.75,3.5,2.5,2.75,Poc,Bastant,Poc,Bastant,Molt,Poc,Poc,Molt,30,Fins 30 dies
10092,1,0.239348014593767,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,26,16-30 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,9,7,4,7,10,3,7,,9,3,10,3,10,9,3,7,6,9.5,8.66666666666667,3.25,Molt,Molt,Molt,Bastant,Molt,Molt,Molt,Molt,120,Més de 60 dies
10093,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,44,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,8,6,4,4,6,3,5,5,5,8,5,3,7,5,5,7,6,6.5,5.25,3.75,Poc,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10094,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,49,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,6,3,10,3,3,7,9,9,3,9,2,3,8,3,8,7,5.75,8,2.75,Poc,Molt,Bastant,Molt,Bastant,Bastant,Bastant,Molt,90,Més de 60 dies
10095,1,1.20253757715697,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,47,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,0,0,7,1,0,7,0,0,0,0,0,6,0,0,6,0,0.25,0,0,6.5,Gens,Bastant,Bastant,Bastant,Poc,Poc,Bastant,Bastant,42,31-45 dies
10096,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,59,46-65 anys,Sí,Aturat/da,,,,,,,,,,,,,,,2,3,3,3,4,5,6,7,6,5,7,7,6,7,6,4,4.5,4.5,6,5.25,Poc,Poc,Bastant,Bastant,Molt,Molt,Bastant,Molt,70,Més de 60 dies
10097,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,42,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,2,5,3,6,6,2,6,1,0,1,5,6,2,5,2,1.75,4.5,2.75,5.25,Poc,Bastant,Poc,Bastant,Poc,Poc,Poc,Bastant,56,46-60 dies
10098,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,52,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,6,4,3,7,3,7,6,7,6,5,4,8,7,3,5,5.25,7,6,3.5,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,28,Fins 30 dies
10099,1,2.03146661750392,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,48,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,5,1,5,5,6,4,5,1,7,5,4,4,6,4,4,6,5.25,6,2.5,4.25,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,60,46-60 dies
10100,1,0.814550870281502,20,3,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,52,46-65 anys,Sí,Empresari/ària,,,,,,,,,,,,,,,6,10,0,2,6,5,2,10,5,2,9,1,3,9,0,8,3.5,5,9.5,1.5,Gens,Poc,Poc,Poc,Molt,Molt,Bastant,Molt,60,46-60 dies
10101,1,2.73003431895844,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,29,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,4,4,1,4,6,3,3,3,3,2,5,2,2,4,1,2,3,2.75,4.75,Bastant,Molt,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10102,1,2.81765686727438,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,26,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,0,0,10,5,3,9,1,1,0,0,4,8,1,1,8,0,1.5,1,1.5,8.75,Gens,Poc,Poc,Poc,Bastant,Bastant,Bastant,Bastant,120,Més de 60 dies
10103,1,0.710752607404438,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,50,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,2,0,4,3,7,3,4,1,8,5,3,5,7,0,2,7,4.75,6,1,3.5,Poc,Molt,Molt,Bastant,Bastant,Poc,Bastant,Bastant,60,46-60 dies
10104,1,0.226708852276216,20,3,Tarragona,Municipi de menys de 1.000 habitants,Resta,Home,63,46-65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,1,2,1,5,1,3,1,1,1,0,8,8,2,2,1,3,2.25,1.25,3.25,3.25,Bastant,Bastant,Bastant,Molt,Poc,Poc,Bastant,Molt,28,Fins 30 dies
10105,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,43,31-45 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,8,6,3,7,6,4,9,7,7,7,6,4,8,7,6,7,7.5,7.25,6.5,4.25,Molt,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,60,46-60 dies
10106,1,2.03146661750392,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,44,31-45 anys,Sí,Autònom/a,,,,,,,,,,,,,,,5,5,4,7,6,6,4,8,5,2,8,5,7,7,3,5,4.5,5.75,7,4.5,Poc,Molt,Bastant,Bastant,Poc,Poc,Poc,Molt,45,31-45 dies
10107,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Empresari/ària,,,,,,,,,,,,,,,0,0,10,0,0,10,0,0,0,5,10,10,0,0,10,0,1.25,0,2.5,10,Gens,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Molt,60,46-60 dies
10108,1,0.859962597975517,20,3,Lleida,Municipi de més de 100.000 habitants,Resta,Home,24,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,3,7,3,7,7,3,3,3,3,3,7,7,3,6,2,2.75,5.75,3,6.75,Bastant,Bastant,Bastant,Molt,Poc,Poc,Poc,Poc,30,Fins 30 dies
10109,1,1.57741714985498,20,3,Girona,Municipi de més de 100.000 habitants,Resta,Home,54,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,3,0,7,0,0,9,8,0,0,0,0,8,0,0,9,0,2,0.75,0,8.25,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Bastant,30,Fins 30 dies
10110,1,2.03146661750392,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,45,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,4,7,1,4,8,3,4,1,1,3,6,4,4,6,3,2,3,3.75,6.75,Poc,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,60,46-60 dies
10111,1,1.57741714985498,20,3,Girona,Municipi de més de 100.000 habitants,Resta,Home,53,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,1,1,8,7,1,1,1,0,0,1,1,7,1,0,7,1,2.5,0.75,0.5,5.75,Molt,Molt,Molt,Molt,Molt,Molt,Bastant,Bastant,30,Fins 30 dies
10112,1,2.73003431895844,20,3,Barcelona,Municipi de menys de 1.000 habitants,Resta,Dona,23,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,6,3,6,3,0,4,3,0,3,2,0,6,2,0,6,2,2.5,2.75,0.75,5.5,Poc,Molt,Bastant,Molt,Bastant,Molt,Bastant,Bastant,60,46-60 dies
10113,1,2.81765686727438,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,27,16-30 anys,No,Aturat/da,,,,,,,,,,,,,,,9,3,9,9,9,4,8,7,7,10,10,9,10,2,2,2,7.25,8.75,5.5,6,Molt,Molt,Bastant,Bastant,Molt,Molt,Molt,Molt,30,Fins 30 dies
10114,1,3.71996387449299,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,52,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,2,0,2,2,3,7,2,2,3,5,2,4,2,2,4,3,3,2.5,1.5,4.25,Poc,Poc,Poc,Poc,Poc,Poc,Poc,Poc,50,46-60 dies
10115,1,0.231904850304797,22,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,32,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,8,3,8,7,3,9,8,6,6,7,3,7,5,4,7,7.5,6.75,7,3.25,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Molt,30,Fins 30 dies
10116,1,1.57741714985498,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,56,46-65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,6,3,5,5,5,7,3,2,2,2,3,4,5,2,2,2,3,4.5,2.5,4.5,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,42,31-45 dies
10117,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,40,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,0,5,7,2,2,5,7,0,2,0,5,6,0,5,7,5.25,3.75,1.75,4.25,Bastant,Molt,Bastant,Bastant,Bastant,Poc,Poc,Bastant,42,31-45 dies
10119,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,54,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,2,2,5,2,1,7,0,2,1,1,2,7,4,2,4,4,1.75,2,2,5.75,Poc,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Bastant,30,Fins 30 dies
10120,1,0.620013504972706,20,3,Lleida,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,36,31-45 anys,No,Estudiant,,,,,,,,,,,,,,,8,3,0,6,8,7,2,3,4,4,4,6,6,7,0,0,3,6.5,4.25,3.25,Bastant,Molt,Molt,Molt,Molt,Molt,Molt,Molt,30,Fins 30 dies
10122,1,0.367020324946611,20,3,Lleida,Municipi de menys de 1.000 habitants,Resta,Dona,37,31-45 anys,Sí,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,5,6,6,7,7,4,7,6,6,8,7,5,8,6,6,8,7.5,6.5,6.25,5.25,Poc,Molt,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,90,Més de 60 dies
10123,1,2.03146661750392,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,38,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,6,8,1,4,8,1,6,6,1,4,5,5,6,7,1,1,4.75,5.5,7,Poc,Molt,Bastant,Poc,Gens,Gens,Poc,Gens,60,46-60 dies
10124,1,0.102150472937233,22,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,45,31-45 anys,Sí,Aturat/da,,,,,,,,,,,,,,,4,4,4,7,5,5,4,7,4,7,6,4,5,5,4,5,5.75,4.5,5.5,4.25,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,45,31-45 dies
10125,1,0.239348014593767,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,35,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,4,3,7,5,3,6,3,3,5,2,3,7,2,2,7,5,3.75,3.5,2.75,6.75,Bastant,Molt,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,42,31-45 dies
10126,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,57,46-65 anys,Sí,Jubilat/da o pensionista,,,,,,,,,,,,,,,1,0,8,0,1,8,1,3,0,0,1,8,1,1,7,0,0.25,0.75,1.25,7.75,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,30,Fins 30 dies
10127,1,2.81765686727438,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,35,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,5,4,4,7,5,5,6,7,5,5,6,8,6,5,5,4.75,7.5,5.5,5,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,60,46-60 dies
10128,1,2.81765686727438,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,29,16-30 anys,No,Empresari/ària,,,,,,,,,,,,,,,7,6,3,8,9,1,7,7,8,5,10,6,7,5,0,7,6.75,7.75,7,2.5,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Poc,60,46-60 dies
10129,1,0.102150472937233,20,3,Tarragona,Municipi de menys de 1.000 habitants,Resta,Dona,37,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,6,6,5,8,4,4,6,3,6,5,8,4,8,6,4,6,6.25,6,5.75,4.25,Poc,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Bastant,60,46-60 dies
10130,1,0.814550870281502,23,3,Lleida,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,70,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,6,7,2,8,7,1,3,8,8,4,8,2,7,7,1,5,5,7,7.5,1.5,Bastant,Molt,Bastant,Molt,Poc,Molt,Poc,Molt,70,Més de 60 dies
10131,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,47,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,8,7,1,1,9,0,1,1,0,0,9,5,8,8,1,0.5,3,4.25,8.25,Poc,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,Molt,30,Fins 30 dies
10132,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,43,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,3,1,3,4,4,5,5,2,2,3,2,3,4,2,3,4,4,3.25,1.75,3.5,Poc,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Poc,35,31-45 dies
10133,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,48,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,5,2,5,0,0,8,0,0,3,0,0,5,3,0,5,0,0,2.75,0.5,5.75,Poc,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,90,Més de 60 dies
10134,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,45,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,10,4,0,10,10,0,10,6,6,6,10,0,10,6,0,8,8.5,9,6.5,0,Molt,Molt,Molt,Molt,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10135,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,41,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,3,1,0,0,0,0,3,1.75,0.5,0.5,0.25,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,Poc,Poc,30,Fins 30 dies
10136,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,54,46-65 anys,No,Aturat/da,,,,,,,,,,,,,,,0,0,5,5,0,5,0,0,0,0,0,5,0,0,5,0,1.25,0,0,5,Gens,Poc,Poc,Gens,Molt,Bastant,Poc,Poc,60,46-60 dies
10137,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,39,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,2,2,8,3,4,5,3,7,6,5,3,5,3,7,8,5,4,3.75,4.75,6.5,Bastant,Molt,Bastant,Poc,Molt,Bastant,Poc,Bastant,60,46-60 dies
10138,1,0.102150472937233,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,39,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,5,3,8,5,5,5,5,4,7,6,6,4,5,5,5,6.25,4.75,5.25,4.75,Poc,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Molt,60,46-60 dies
10139,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,57,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,2,1,1,2,7,2,1,7,5,5,5,5,0,0,0,2,4.25,2,3.25,Bastant,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,Molt,60,46-60 dies
10140,1,2.73003431895844,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,35,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,5,1,7,9,5,7,7,7,7,7,2,9,7,1,7,7,8,6.5,2.25,Molt,Molt,Molt,Molt,Bastant,Bastant,Bastant,Molt,28,Fins 30 dies
10141,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,56,46-65 anys,Sí,Aturat/da,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,28,Fins 30 dies
10142,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,58,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,7,7,5,6,7,6,5,5,6,6,5,4,6,5,4,5,5.5,6.5,5.5,4.75,Poc,Poc,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,28,Fins 30 dies
10143,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,32,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,0,0,6,6,3,8,2,2,2,2,2,7,2,2,7,0,2.5,1.75,1.5,7,Bastant,Molt,Molt,Molt,Bastant,Molt,Molt,Molt,40,31-45 dies
10144,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,44,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,6,5,6,6,6,4,4,5,3,4,5,5,5,5,6,4.75,5.5,4.75,5.25,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Poc,28,Fins 30 dies
10145,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,76,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,3,5,0,0,3,2,2,5,1,1,3,1,1,5,0,1,1,2,4.5,0.75,Bastant,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Bastant,42,31-45 dies
10146,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,35,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,4,7,4,6,7,4,4,4,4,4,7,5,2,7,4,4,4.75,3.5,7,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,60,46-60 dies
10147,1,1.20253757715697,21,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,45,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,7,5,4,,5,8,3,3,8,4,6,,4,5,6,6.5,4.5,4.5,5.25,Molt,Molt,Bastant,Poc,Molt,Molt,Poc,Molt,30,Fins 30 dies
10148,1,0.3159951724646,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,66,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,2,2,7,7,5,6,6,6,6,5,7,7,7,7,8,7,6.25,5,5.5,7,Poc,Bastant,Bastant,Molt,Gens,Gens,Gens,Poc,30,Fins 30 dies
10149,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,52,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,2,7,1,1,9,1,1,1,1,1,7,1,1,6,1,1,1.5,1.25,7.25,Poc,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,30,Fins 30 dies
10150,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,25,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,10,9,0,8,10,2,10,9,10,9,9,0,10,9,0,9,9,10,9,0.5,Poc,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,60,46-60 dies
10152,1,2.66886590044273,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,55,46-65 anys,Sí,Jubilat/da o pensionista,,,,,,,,,,,,,,,0,0,5,0,0,8,0,0,0,0,0,7,0,0,7,0,0,0,0,6.75,Poc,Molt,Molt,Molt,Poc,Bastant,Bastant,Molt,1,Fins 30 dies
10153,1,1.57741714985498,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,52,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,0,0,2,0,0,4,0,0,0,1,1,4,0,0,1,0,0.25,0,0.25,2.75,Bastant,Bastant,Poc,Molt,Bastant,Bastant,Bastant,Molt,40,31-45 dies
10154,1,3.71996387449299,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,51,46-65 anys,No,Aturat/da,,,,,,,,,,,,,,,1,1,5,3,2,6,3,9,2,2,2,4,4,5,3,3,2.75,2.25,4.25,4.5,Poc,Poc,Poc,Poc,Molt,Bastant,Bastant,Bastant,28,Fins 30 dies
10155,1,0.3159951724646,20,3,Tarragona,Municipi de menys de 1.000 habitants,Resta,Dona,63,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,6,4,3,6,6,3,3,4,6,6,4,4,6,4,4,6,5.25,6,4,3.5,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,60,46-60 dies
10156,1,0.226708852276216,20,3,Tarragona,Municipi de menys de 1.000 habitants,Resta,Home,56,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,5,5,2,2,5,5,2,6,6,7,5,5,6,5,5,4.5,4.75,5,5,Molt,Molt,Molt,Bastant,Bastant,Bastant,Poc,Gens,90,Més de 60 dies
10157,1,2.03146661750392,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,42,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,4,4,7,4,4,8,4,4,4,4,4,8,4,2,6,2,3.5,4,3.5,7.25,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,28,Fins 30 dies
10158,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,48,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,0,0,9,0,0,9,0,0,0,0,0,10,0,0,9,0,0,0,0,9.25,Poc,Bastant,Poc,Bastant,Poc,Poc,Bastant,Bastant,56,46-60 dies
10159,1,0.859962597975517,20,3,Lleida,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,30,16-30 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,6,6,0,1,6,0,7,7,8,7,9,0,10,7,0,8,5.75,7.5,7.25,0,Poc,Molt,Poc,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10160,1,0.239348014593767,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,23,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,3,3,7,5,2,7,2,4,1,1,4,8,2,3,8,1,2.25,2,3.5,7.5,Poc,Bastant,Bastant,Molt,Poc,Poc,Poc,Poc,35,31-45 dies
10161,1,0.620013504972706,22,3,Lleida,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,48,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,5,2,6,6,2,8,2,2,2,3,2,8,2,2,8,2,3.25,2.75,2,7.5,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Molt,60,46-60 dies
10162,1,2.73003431895844,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,28,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,7,6,5,4,4,5,5,5,7,7,6,6,5,6,6,5.75,5,6,5.5,Molt,Molt,Molt,Molt,Bastant,Molt,Molt,Bastant,30,Fins 30 dies
10163,1,1.20068613461507,20,3,Girona,Municipi de més de 100.000 habitants,Resta,Home,46,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,4,7,6,5,7,6,5,6,6,6,6,7,4,7,6,6,6.25,4.75,6.75,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,35,31-45 dies
10164,1,0.710752607404438,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,5,0,7,7,0,10,0,0,0,0,0,8,0,0,8,0,1.75,1.25,0,8.25,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Molt,90,Més de 60 dies
10165,1,0.231904850304797,21,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,27,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,0,7,7,2,9,0,0,4,2,2,8,4,0,9,1,2.5,3.25,0.5,8.25,Poc,Bastant,Poc,Poc,Poc,Bastant,Poc,Molt,30,Fins 30 dies
10166,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,45,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,4,3,6,6,4,4,4,6,6,4,3,4,3,3,6,5.5,5.25,3.75,3.25,Molt,Molt,Bastant,Bastant,Bastant,Poc,Poc,Bastant,30,Fins 30 dies
